200,74.98098114,0
200,77.43850111,0
200,79.89602108,0
200,82.35354105,0
200,84.81106101,0
200,87.26858098,0
200,89.72610095,0
199.53685472,91.81722159,0
197.15700529,92.42974747,0
194.79807931,93.11849621,0
192.46130917,93.87905783,0
190.14744542,94.70674504,0
187.85680096,95.59668214,0
185.58923197,96.54391054,0
183.34421994,97.54344675,0
181.12089072,98.59035115,0
178.91807248,99.67976717,0
176.73433226,100.80695597,0
174.56801978,101.96729769,0
172.41566731,103.15335949,0
170.26988393,104.35128297,0
168.12260485,105.54651755,0
165.96577484,106.72440799,0
163.79155203,107.86983446,0
161.59256196,108.96688167,0
159.36222063,109.99858813,0
157.09519544,110.94681924,0
154.78798044,111.79237351,0
152.43957627,112.51542344,0
150.05222716,113.09678542,0
147.63341396,113.52907899,0
145.19321336,113.81747127,0
142.74062392,113.96804161,0
140.28345341,113.98686599,0
137.82853056,113.87978042,0
135.38180522,113.65222278,0
132.94857432,113.3091334,0
130.53361072,112.85489547,0
128.14132276,112.29330627,0
125.77589531,111.62756743,0
123.44117069,110.86102272,0
121.13664707,110.00777272,0
118.85689599,109.09024041,0
116.59456033,108.13047036,0
114.34106154,107.15009428,0
112.08711076,106.17076832,0
109.82318845,105.21475444,0
107.54011328,104.30556598,0
105.22969131,103.46851181,0
102.88569487,102.73102071,0
100.50511469,102.12241682,0
98.09030369,101.66864136,0
95.65235888,101.3615553,0
93.20210726,101.17526554,0
90.74642738,101.08303819,0
88.28908427,101.05861412,0
85.83164282,101.07670726,0
83.37439195,101.11302429,0
80.91707251,101.14402896,0
78.45958089,101.1466233,0
76.0026114,101.09787753,0
73.54829384,100.97492671,0
71.10042021,100.7591855,0
68.66311473,100.44593759,0
66.24071353,100.03302068,0
63.83797593,99.51789021,0
61.46022067,98.89768583,0
59.11336314,98.16929545,0
56.80405769,97.32947037,0
54.5397731,96.37496542,0
52.3288387,95.30271603,0
50.18048854,94.11007902,0
48.10478043,92.79513756,0
46.1102152,91.36007472,0
44.20081286,89.81346108,0
42.378799,88.16475811,0
40.64510937,86.42337169,0
38.99960849,84.59839113,0
37.44129665,82.69838422,0
35.96853391,80.73129096,0
34.57923206,78.70436845,0
33.27101051,76.62416862,0
